,name,online_order,book_table,votes,location,cuisines,approx_cost(for two people),listed_in(type),type,rate
13672,1475,1,0,119,15,51,700.0,2,3,3.0
15824,2932,1,1,202,18,51,500.0,1,3,3.9
4419,2731,0,0,14,41,51,300.0,2,6,3.6
22435,742,1,0,298,6,12,450.0,2,9,2.3
44796,2103,1,0,50,19,51,500.0,2,6,3.1
28114,898,1,0,9,9,8,300.0,2,10,3.2
39696,5486,1,0,98,35,51,550.0,2,4,3.7
38702,4172,0,0,787,44,51,800.0,4,4,4.1
1530,483,0,0,17,2,3,350.0,2,10,3.7
32205,3148,0,0,291,32,51,500.0,1,8,3.8
40272,2785,0,1,476,41,51,1000.0,4,3,4.3
35488,2753,1,0,17,18,51,200.0,2,2,3.7
23227,6245,0,0,179,23,51,400.0,4,9,3.8
6244,5489,1,0,67,10,51,500.0,4,8,3.9
30862,4096,1,0,128,29,34,200.0,2,7,3.9
33587,2930,0,0,138,31,51,800.0,2,4,4.0
12102,2351,1,0,7,7,38,150.0,2,9,3.1
31099,3431,0,1,549,29,51,900.0,4,3,4.5
3509,4404,1,0,233,21,51,800.0,4,4,3.9
30742,6153,0,0,6,14,51,250.0,2,9,3.4
9167,179,0,0,17,9,40,200.0,2,9,3.5
44707,9,0,0,969,39,51,1400.0,6,8,4.3
46382,654,1,0,7,41,54,300.0,2,9,3.4
29433,6366,1,1,1342,18,47,800.0,2,4,4.1
37269,1771,0,0,87,9,29,250.0,4,9,3.8
49391,3944,1,0,354,46,41,500.0,2,6,3.9
40179,4085,1,0,8,35,52,300.0,4,9,3.2
2884,4897,1,0,14,21,58,600.0,2,4,3.8
20827,5081,0,0,4,23,39,300.0,2,9,2.9
20991,6208,1,0,70,0,51,400.0,3,7,3.9
36088,2531,0,0,16,55,51,200.0,2,9,3.0
37735,870,0,0,2289,10,51,1100.0,1,3,4.6
49152,4423,1,0,21,46,51,250.0,2,8,2.7
13822,6124,0,0,6,15,51,350.0,2,9,3.1
10391,4333,1,1,3230,9,38,1600.0,4,8,4.2
48199,4528,1,1,502,50,51,1900.0,4,8,4.4
36653,1939,0,0,56,31,51,400.0,4,8,3.8
34955,3102,1,0,333,9,51,200.0,2,3,3.9
13567,6336,1,0,19,15,51,300.0,2,9,3.6
260,2883,1,0,90,21,51,500.0,2,4,3.5
7209,4460,0,0,26,36,51,450.0,2,9,3.6
38778,3613,0,1,274,37,51,3000.0,4,8,4.1
37175,2887,1,0,28,55,51,350.0,4,9,3.7
3884,427,1,0,69,46,58,200.0,2,9,3.9
32967,1406,1,0,100,31,3,150.0,2,7,4.0
9315,4667,1,1,677,31,51,1500.0,2,4,4.4
45533,5379,1,0,25,22,5,500.0,3,7,3.5
5082,942,0,0,145,45,51,1000.0,1,8,3.7
37057,5691,0,0,14,30,51,200.0,4,9,3.1
47869,3663,0,0,17,49,51,550.0,2,4,3.1
2744,4886,1,0,8,0,37,100.0,2,8,3.2
27586,2153,1,0,4,41,6,250.0,2,6,3.4
11325,911,1,0,72,29,51,600.0,4,9,3.0
10535,1162,1,0,113,9,51,250.0,4,8,4.0
50252,5291,1,0,141,41,51,500.0,2,8,3.4
35498,2804,1,0,14,9,51,600.0,2,10,3.3
45019,6334,1,0,40,19,54,600.0,2,6,3.0
20146,2136,1,0,469,3,51,750.0,2,4,3.8
4323,3452,0,0,4,5,51,500.0,2,10,3.2
41812,1581,1,0,54,36,51,400.0,4,9,3.8
1233,4521,1,0,12,9,28,300.0,2,9,3.5
37342,3574,1,0,11,9,51,250.0,4,9,3.2
43532,4924,0,0,180,45,51,250.0,4,9,4.4
42532,5669,1,0,1770,50,51,750.0,2,4,4.2
25655,532,1,0,4,17,40,300.0,2,9,3.2
9610,281,0,0,6,9,40,400.0,2,9,3.1
11813,3318,1,0,148,7,51,450.0,2,8,3.9
31082,701,0,1,685,29,51,1400.0,4,4,4.5
18195,3915,1,1,2075,19,51,800.0,2,4,4.1
20059,4793,1,0,68,21,9,400.0,2,9,3.6
13687,2268,1,0,17,15,54,300.0,2,9,3.5
47850,5414,0,0,7,48,38,600.0,2,4,3.4
23678,5450,1,0,29,21,21,400.0,4,8,3.6
9091,2083,1,0,51,29,51,300.0,2,9,3.7
43174,5424,1,1,1374,37,38,2100.0,4,8,3.9
26887,5952,1,0,958,31,51,500.0,2,4,4.0
40317,2709,1,0,25,47,51,150.0,4,9,3.5
44863,261,1,0,47,40,8,200.0,2,9,3.1
33659,6294,1,0,834,29,26,400.0,3,7,4.6
28074,4218,1,0,94,14,40,300.0,2,9,2.8
21346,376,1,0,0,23,9,300.0,4,9,3.7
45284,2327,1,1,348,40,23,900.0,2,8,4.1
10064,4506,0,0,7,2,39,500.0,2,6,3.1
36251,4019,0,0,13,55,58,300.0,2,10,3.2
2115,4657,0,0,14,2,57,300.0,4,8,2.8
6859,3494,1,0,162,36,38,400.0,2,6,3.6
48953,4763,1,0,833,46,51,800.0,2,4,2.9
32561,5010,0,0,1209,28,51,650.0,2,3,4.0
552,409,1,0,27,3,28,250.0,3,7,3.6
49946,2544,0,0,13,5,51,700.0,4,4,3.5
20017,6274,1,0,85,23,51,500.0,2,3,2.7
40727,3200,1,0,541,40,25,600.0,2,6,4.4
27172,2651,1,0,153,31,45,500.0,2,6,3.8
35865,3982,0,0,11,31,51,200.0,2,9,3.4
23574,4148,1,0,158,2,40,300.0,4,9,2.4
31764,6161,1,0,100,21,54,200.0,4,9,3.9
40709,4851,1,0,422,36,40,400.0,2,9,3.4
8507,2620,1,0,345,9,51,450.0,2,10,2.9
32851,3499,1,0,214,9,51,600.0,2,4,3.9
18388,1089,0,0,26,41,51,400.0,2,8,3.9
37691,5800,1,0,158,20,51,1300.0,0,4,3.9
39401,796,0,0,6,41,20,750.0,5,1,3.2
24269,3389,1,0,201,24,51,650.0,2,4,4.1
15168,1314,0,0,29,52,24,200.0,2,7,3.8
30471,3469,0,0,324,31,51,700.0,2,3,4.1
36858,2535,0,0,27,28,14,450.0,4,3,3.8
42636,1020,1,0,401,19,51,500.0,2,3,4.2
9276,2328,1,1,221,28,38,1000.0,2,4,4.1
29420,1744,1,0,66,9,8,700.0,2,9,3.9
27793,574,1,0,140,9,51,600.0,2,4,3.1
12336,978,1,0,95,20,51,650.0,2,8,3.6
32384,5808,1,0,38,26,38,400.0,2,6,3.3
38784,3239,0,0,102,45,18,550.0,4,4,4.0
34098,4896,0,0,183,29,38,150.0,4,8,4.1
4033,316,1,0,5,46,0,250.0,2,9,3.2
23509,751,1,0,19,2,58,400.0,4,9,3.6
2824,3658,1,0,247,21,51,400.0,2,3,3.9
31835,2627,1,0,24,9,38,250.0,4,9,2.9
40702,727,0,0,32,36,51,450.0,2,4,3.7
17875,4196,1,0,124,19,51,500.0,2,9,2.6
21535,1018,0,0,14,2,51,700.0,4,8,3.3
15536,6184,0,0,33,11,51,400.0,4,9,3.0
12261,382,0,0,5,16,51,250.0,2,9,3.3
45693,3050,0,0,15,40,51,200.0,4,9,3.2
51047,2724,1,1,2856,54,51,1100.0,4,5,4.0
27637,5344,1,0,34,9,56,300.0,2,4,3.6
29832,1164,1,0,5,29,6,150.0,2,2,3.3
27024,438,1,0,5,18,28,300.0,2,9,3.3
8149,6037,0,0,199,54,58,450.0,4,9,2.9
42324,4136,1,0,3261,19,51,800.0,2,4,4.1
49914,4653,0,0,8,5,57,300.0,4,8,3.3
2513,1015,1,1,150,0,51,600.0,1,3,4.2
38923,2861,0,0,121,45,40,600.0,4,4,4.1
5020,580,0,1,52,20,51,1100.0,0,4,3.8
11538,2238,0,0,4,28,40,1000.0,6,1,3.3
46884,1700,1,0,268,43,55,250.0,4,9,3.8
16896,6226,1,0,153,18,4,500.0,3,0,4.0
17726,6005,0,0,1313,19,51,900.0,2,8,4.6
40173,407,0,0,534,35,51,800.0,4,9,4.1
4887,3163,0,0,23,46,51,300.0,4,2,3.6
45312,5559,1,1,1387,19,51,800.0,2,3,3.9
46667,489,0,0,8,43,51,100.0,3,8,3.0
20111,2641,1,0,29,31,25,400.0,2,0,3.5
11109,6229,1,0,108,21,51,500.0,4,9,4.0
9041,3492,1,0,701,28,39,450.0,2,6,4.2
47006,4948,1,1,167,35,51,1100.0,4,4,4.2
17973,5529,1,0,59,11,51,300.0,2,8,3.8
46416,3088,1,0,10,41,51,300.0,2,9,3.4
32270,910,1,0,359,18,51,600.0,2,9,4.1
48788,16,0,1,612,20,51,2500.0,5,5,4.3
2993,4501,1,0,30,21,14,400.0,2,3,3.8
43556,2398,1,0,789,45,51,400.0,4,9,4.0
38748,3265,0,1,178,45,23,3000.0,4,8,4.2
31289,675,1,0,1962,30,51,650.0,4,4,4.1
15783,874,1,1,1148,18,51,1800.0,0,4,4.2
25650,1486,0,0,4,25,23,400.0,2,9,3.3
18922,1171,0,0,38,19,58,200.0,4,9,3.7
5209,5910,1,0,116,50,27,400.0,2,7,4.3
45174,2069,1,0,9,13,51,200.0,2,9,3.4
44978,4530,1,0,139,22,51,300.0,2,9,3.9
19317,368,0,1,195,37,51,3000.0,5,8,4.0
34771,856,1,0,24,31,14,550.0,1,3,3.7
17725,4372,1,0,457,19,51,500.0,2,6,4.4
30068,1736,1,0,230,26,51,600.0,2,3,3.8
1224,4526,1,0,128,9,33,230.0,2,7,4.0
1058,1844,1,0,251,2,51,500.0,2,6,3.9
23195,1376,0,1,468,23,51,700.0,4,4,4.1
8934,3872,1,0,178,9,40,400.0,2,9,3.7
16984,4783,1,0,1101,18,51,700.0,4,3,4.3
37938,1898,1,0,456,44,51,400.0,2,9,3.9
14638,5861,1,0,66,52,51,800.0,1,3,3.7
21186,6080,0,0,15,21,57,150.0,4,9,3.6
50485,5011,0,0,171,54,51,800.0,2,4,3.6
19234,1453,1,0,11,40,13,150.0,4,9,3.3
26881,946,1,0,62,9,51,300.0,2,9,3.8
9573,4797,0,0,9,9,38,350.0,2,9,3.1
3187,228,1,0,73,3,51,300.0,3,0,4.0
1437,5026,1,0,36,9,40,200.0,2,9,3.0
7624,1505,1,0,16,36,51,900.0,2,9,3.5
13303,4977,0,1,1427,37,51,1500.0,6,8,4.2
4524,816,1,0,38,36,27,150.0,3,7,3.8
43312,4605,0,0,1345,10,51,1100.0,4,8,4.2
50942,2958,1,0,79,54,51,400.0,3,8,2.9
7725,3318,1,0,124,54,51,450.0,3,7,3.9
15152,5017,0,0,7,7,14,600.0,2,3,3.2
26787,412,1,0,114,9,51,400.0,2,9,4.0
26788,891,1,0,47,18,51,400.0,2,7,3.9
13471,1287,1,0,25,15,20,300.0,2,9,3.6
11812,4478,1,1,552,48,51,1200.0,2,4,4.2
49322,5219,0,0,30,5,51,250.0,2,9,3.6
11277,3752,1,0,9,21,51,200.0,4,9,3.4
46713,5913,1,0,17,35,24,400.0,3,7,3.6
41179,4950,1,0,19,36,51,600.0,2,4,3.1
17822,4280,1,1,2039,37,51,1500.0,2,4,4.3
50001,3033,0,0,7,5,31,100.0,4,8,3.3
4075,1021,1,1,341,5,51,1000.0,2,3,4.0
6713,1789,1,0,121,34,51,1000.0,6,5,4.2
39732,4964,1,0,23,35,18,300.0,2,8,2.9
44482,960,1,0,58,39,17,900.0,4,3,3.2
46322,2570,1,0,39,43,27,300.0,2,7,3.6
24060,353,1,0,118,25,22,450.0,2,9,3.7
19657,1498,1,0,7,9,51,400.0,2,10,3.5
41830,746,0,0,13,36,51,500.0,4,9,3.6
7035,3762,0,0,55,8,40,600.0,2,4,2.8
29075,1536,0,0,53,9,51,600.0,4,4,3.1
30725,4839,0,0,8,9,51,700.0,2,4,3.5
37822,2222,1,0,592,47,51,250.0,2,9,3.7
3105,689,0,0,21,21,51,200.0,2,9,3.6
33121,2655,1,0,34,18,51,350.0,2,8,3.8
35347,1523,1,0,475,30,51,600.0,2,4,3.9
789,89,1,0,155,41,51,400.0,4,4,3.8
42082,4434,1,0,31,5,7,250.0,4,9,3.4
17771,318,1,0,43,40,51,400.0,2,9,4.0
30687,1074,0,0,19,26,4,300.0,2,0,3.6
33182,6363,1,0,32,9,51,900.0,2,8,3.7
13502,5812,1,0,60,15,4,400.0,2,0,3.8
16802,516,1,0,310,18,51,600.0,2,4,3.7
47914,5428,0,0,15,37,38,350.0,2,9,3.6
48739,264,0,0,5,55,8,300.0,4,9,3.3
48922,4347,1,0,12,5,38,500.0,2,9,3.1
6418,3675,1,0,46,52,38,300.0,4,9,3.2
29110,2780,1,0,10,9,51,100.0,4,9,3.6
14053,5965,1,0,882,15,51,1100.0,4,4,4.2
17228,2506,1,0,34,18,51,200.0,4,9,3.7
24728,5801,0,0,71,24,51,600.0,4,4,4.1
29702,3181,1,0,10,9,51,450.0,2,0,3.8
35588,1041,1,0,115,45,51,700.0,2,3,4.1
32608,6063,1,0,76,26,51,300.0,2,9,4.0
2622,6294,1,0,56,3,26,400.0,2,7,3.9
635,4224,0,0,21,0,38,450.0,4,9,3.7
32668,4856,1,1,1923,18,51,1500.0,2,8,4.2
45953,3149,1,0,6,41,20,250.0,4,9,3.4
48214,4661,0,1,537,48,51,1400.0,4,4,4.3
15790,421,1,1,224,18,51,800.0,0,4,3.9
11625,962,0,0,388,34,14,1100.0,1,3,4.1
29878,6238,1,1,1789,29,51,1200.0,2,8,4.1
49961,4680,0,0,33,5,60,100.0,4,9,3.7
47012,3852,0,0,600,35,58,200.0,4,9,4.2
24556,5146,0,0,54,1,51,300.0,2,9,3.5
14463,5255,0,0,5,15,8,200.0,4,9,3.2
44077,3523,0,0,133,39,4,500.0,2,8,3.9
29207,4312,0,1,7854,28,51,1800.0,5,8,4.5
49822,2965,1,0,136,46,51,400.0,4,9,3.2
49503,3745,0,0,8,5,56,350.0,2,8,3.3
12772,3756,0,1,277,50,51,800.0,4,5,3.6
34262,6328,1,0,41,31,8,200.0,4,9,3.8
19030,5346,1,0,51,22,51,450.0,4,4,3.6
5101,629,1,0,124,37,51,900.0,1,8,4.1
37270,4968,0,0,6,21,54,400.0,4,9,3.2
18647,381,0,1,177,19,51,2000.0,4,8,4.1
38498,1406,1,0,36,7,3,150.0,3,0,3.4
48598,2449,0,0,36,41,58,500.0,4,4,3.8
3490,5598,1,0,228,21,51,400.0,4,3,4.6
2689,5356,1,0,4,3,46,500.0,2,4,3.4
19842,6209,1,0,41,2,51,400.0,2,8,4.0
21597,1250,1,0,26,9,51,400.0,4,9,3.7
25455,1974,1,0,10,41,51,500.0,2,10,3.1
14041,4266,0,0,4,15,24,200.0,3,7,3.2
11903,2607,1,0,118,45,18,500.0,2,4,3.6
41666,3452,0,0,254,36,51,500.0,4,4,3.5
19934,4521,1,0,13,9,28,300.0,2,9,3.5
2414,5351,1,0,41,9,38,150.0,4,9,3.7
13576,2880,1,0,214,15,54,300.0,2,9,3.7
29636,4356,1,0,705,9,38,500.0,2,4,3.9
47953,1562,0,0,24,45,51,500.0,2,9,3.7
35228,3243,1,0,96,14,51,500.0,2,9,3.9
47948,2049,1,0,36,3,51,200.0,2,7,3.8
45862,5736,0,1,776,19,51,1000.0,4,8,4.0
36751,2881,1,0,1574,29,51,750.0,4,4,4.1
13130,5959,0,1,71,42,47,2800.0,4,8,4.0
30473,707,0,0,47,29,51,600.0,2,3,3.8
29362,1239,1,0,154,9,51,400.0,2,9,3.4
25391,41,1,1,399,24,51,1000.0,2,4,3.7
28196,2239,1,0,79,31,34,800.0,3,7,3.9
33015,3396,1,0,283,18,51,350.0,2,9,3.8
6765,1354,0,0,118,54,51,1900.0,0,4,3.8
51462,1478,0,0,28,54,51,400.0,4,9,2.8
25698,5146,0,0,54,1,51,300.0,2,9,3.5
18784,2216,1,0,332,19,51,800.0,4,8,4.1
10634,6036,0,0,58,9,54,300.0,4,9,3.8
23939,3853,1,0,51,41,51,400.0,2,4,4.0
48888,5607,0,0,47,5,14,500.0,1,3,3.7
1625,5732,1,0,13,23,51,100.0,2,2,3.5
35046,5610,1,0,28,26,51,400.0,2,9,3.8
48179,1873,0,1,2055,34,51,1200.0,4,5,4.4
8820,3181,1,0,10,9,51,450.0,2,0,3.8
12882,5402,1,0,33,7,51,600.0,4,9,3.8
18893,1702,1,0,140,19,10,400.0,4,9,3.8
50241,3067,1,0,11,8,51,400.0,2,9,3.0
21879,3685,1,0,467,9,51,400.0,2,9,4.2
17462,2096,0,0,12,6,54,200.0,4,9,3.0
35082,417,1,1,2249,29,51,1500.0,2,5,4.9
40282,4727,0,0,149,47,51,700.0,4,4,4.0
27175,5775,1,0,65,29,51,250.0,2,7,4.3
17473,99,0,0,65,26,20,350.0,4,9,4.0
32229,490,1,0,42,9,51,600.0,1,3,3.6
43265,5974,0,1,1092,45,51,1500.0,4,4,4.6
36458,5913,1,0,23,29,24,400.0,3,7,3.8
26468,4940,1,0,55,17,42,400.0,4,9,3.2
29725,3501,1,1,296,29,51,800.0,2,4,4.2
24661,399,0,0,6,1,34,150.0,3,7,3.1
7912,242,0,0,140,36,42,1500.0,4,8,3.9
12425,5138,1,0,73,49,51,150.0,3,8,3.9
34710,1346,1,1,281,28,51,1500.0,5,5,4.0
19507,5157,1,0,129,32,51,150.0,2,2,3.7
25579,951,0,0,41,25,2,250.0,2,9,3.7
42889,4545,0,0,62,12,28,200.0,2,9,3.7
16830,4552,1,1,1878,26,51,1200.0,2,5,4.5
18063,5064,1,0,24,16,54,150.0,2,9,3.1
7927,2290,1,0,507,54,20,900.0,4,4,3.8
23691,5278,0,0,70,33,51,200.0,4,9,3.8
4279,380,1,0,31,46,4,400.0,2,0,3.7
25491,2637,1,0,17,16,54,200.0,2,9,3.6
10212,4801,1,0,223,9,51,400.0,3,8,3.6
27267,6319,1,0,51,18,40,600.0,2,6,3.2
44579,6047,0,0,7,39,58,300.0,4,9,3.2
28519,1285,1,0,455,30,18,1000.0,4,4,3.9
31130,2019,1,0,141,29,51,1200.0,4,3,4.1
32817,2643,1,0,117,9,51,600.0,2,4,3.8
22686,1277,0,0,4,23,0,400.0,2,9,3.2
32054,812,0,1,2365,31,51,1100.0,6,5,4.4
9955,4686,1,0,70,23,20,600.0,2,4,3.6
4627,349,1,0,11,5,51,400.0,4,4,3.5
48845,4589,1,0,774,46,51,500.0,0,4,4.2
9593,1826,1,0,505,30,51,600.0,2,3,4.1
22772,959,0,0,9,2,51,400.0,2,3,3.7
3863,2962,1,0,380,46,13,450.0,2,9,3.2
20130,2770,1,0,54,9,6,250.0,2,2,3.4
26044,2348,1,0,17,25,54,300.0,4,9,3.5
47437,599,1,0,266,45,21,850.0,2,4,3.8
14645,2128,1,0,37,52,51,400.0,1,4,3.8
47508,5402,1,0,37,7,51,600.0,2,9,3.9
32048,6238,1,1,1792,29,51,1200.0,6,8,4.1
50129,1475,0,0,5,54,51,400.0,1,3,3.3
28267,1092,1,0,433,29,24,800.0,3,8,3.8
31755,4638,1,0,67,9,51,300.0,4,9,3.7
16256,1488,1,0,9,6,51,400.0,2,9,3.5
5393,1627,1,0,13,48,38,300.0,2,9,3.5
28079,5779,1,0,72,32,51,250.0,2,6,3.8
26606,1660,0,0,130,29,15,800.0,1,3,4.2
32885,2763,1,0,69,29,51,250.0,2,9,3.5
8882,3506,1,0,7210,29,51,600.0,2,4,4.4
31676,1871,1,0,1295,9,51,900.0,4,4,4.2
9277,4679,1,0,97,23,12,600.0,2,4,3.6
11740,2025,1,0,377,45,51,450.0,2,6,3.8
48331,430,0,0,56,34,51,1800.0,4,5,3.5
17647,4831,1,0,138,40,51,800.0,2,4,3.8
33931,6056,1,1,151,29,51,900.0,4,4,4.2
8945,201,1,0,255,9,51,500.0,2,4,3.9
11424,2763,1,0,21,2,51,250.0,4,8,3.1
44022,436,1,0,578,39,51,600.0,2,4,4.2
46550,217,1,0,19,43,26,300.0,2,8,3.6
38863,459,0,0,68,7,57,500.0,4,4,3.7
23985,1162,1,0,38,38,51,250.0,2,8,3.8
14654,1535,0,0,10,37,14,400.0,1,3,3.1
28118,2845,1,0,6,18,55,250.0,2,9,3.1
304,1620,1,0,248,33,46,400.0,2,9,3.7
47751,5623,0,0,35,3,28,200.0,2,9,2.5
13657,6059,1,0,40,15,38,250.0,2,9,3.9
26583,5009,1,1,1701,29,51,650.0,1,3,4.2
32379,4259,1,0,656,30,54,250.0,2,9,4.3
17274,1186,0,0,40,18,51,250.0,4,9,3.8
36982,702,1,0,108,30,51,400.0,4,9,3.8
26688,2144,1,1,411,18,47,750.0,2,4,3.4
19891,2879,1,0,164,29,51,300.0,2,6,4.0
22232,3076,1,0,40,9,48,350.0,2,4,3.5
6232,3561,0,0,253,20,40,1000.0,4,4,2.8
25165,12,0,0,24,25,51,550.0,1,3,3.5
22728,456,1,0,12,23,49,500.0,2,9,3.6
47678,5744,1,1,219,50,51,850.0,2,4,4.4
41531,2696,0,1,3486,36,51,1300.0,4,4,4.5
45104,601,1,0,282,22,51,700.0,2,4,4.0
47049,3509,1,0,81,35,38,750.0,4,9,3.0
28942,711,1,0,83,18,51,650.0,4,4,4.3
37291,2522,1,0,109,9,51,800.0,4,4,2.5
31233,5578,1,1,563,30,51,2000.0,4,8,4.3
23449,5637,1,0,153,23,16,400.0,4,8,3.9
509,4162,0,0,14,0,37,200.0,3,8,3.5
7131,4034,1,1,539,54,51,1500.0,2,8,3.9
21516,403,1,0,41,41,51,400.0,4,8,3.4
15312,3052,0,0,102,16,54,150.0,3,9,4.0
13435,4278,1,0,150,15,30,200.0,2,9,4.1
1886,3095,0,0,5,2,34,150.0,3,7,3.4
34941,4638,1,0,138,32,51,250.0,2,9,4.0
30111,4838,1,0,457,26,38,650.0,2,4,4.0
48464,3510,0,0,96,10,28,500.0,4,9,3.7
3533,2997,1,0,144,0,51,700.0,4,3,3.8
14930,5138,1,0,49,42,51,150.0,2,8,3.9
26713,4890,1,0,848,18,51,300.0,2,9,4.2
32803,2139,1,0,23,26,18,300.0,2,9,3.6
7156,4546,1,0,61,36,51,200.0,2,9,3.7
13378,5054,1,1,266,15,51,2000.0,0,8,3.7
45959,127,1,0,410,19,51,350.0,4,9,3.8
20054,816,1,0,18,21,27,150.0,2,7,3.8
18992,1368,1,0,59,22,51,750.0,4,4,3.3
16469,3196,1,0,164,18,51,500.0,2,9,4.0
4449,2318,1,0,117,46,51,600.0,2,10,3.8
5345,1168,1,0,5,49,54,300.0,2,9,3.2
5532,3317,1,0,17,10,11,600.0,2,9,2.9
13237,16,0,1,596,20,51,2500.0,5,5,4.3
45745,971,1,0,506,22,51,300.0,4,9,4.1
3145,4168,0,0,17,0,51,200.0,2,9,3.3
46789,5105,0,0,9,43,51,550.0,4,4,3.1
41693,3398,0,0,4,36,54,300.0,4,9,3.3
3855,750,1,0,44,46,11,600.0,2,6,3.8
2882,906,1,0,213,0,51,400.0,2,9,3.0
12761,3950,1,1,194,50,51,800.0,4,4,3.8
50474,5791,1,0,21,54,44,400.0,2,10,3.2
51135,787,0,0,228,54,51,2100.0,4,8,3.7
24928,951,0,0,41,25,2,250.0,4,9,3.7
46990,2347,1,0,128,35,54,100.0,4,9,4.2
15833,1990,1,0,59,18,51,600.0,1,3,3.7
28169,627,1,0,1901,29,24,400.0,3,7,4.3
33825,1285,1,0,457,30,18,1000.0,4,4,3.9
6279,2690,0,0,57,50,40,700.0,4,4,3.7
12781,5847,0,0,4,50,51,1000.0,4,4,3.3
15360,4615,0,0,10,11,3,100.0,3,7,3.5
20275,1751,1,0,8,48,54,150.0,2,9,3.4
36602,4626,0,1,108,31,51,1000.0,4,4,4.3
41715,2551,1,0,31,36,51,650.0,4,4,3.4
19145,1980,1,0,111,37,51,1000.0,4,4,4.0
19303,3269,0,1,1724,13,51,1600.0,5,8,4.0
28471,966,1,1,872,29,51,600.0,4,3,4.2
39535,5813,1,0,24,41,3,300.0,2,0,3.5
40504,351,0,1,730,36,51,1500.0,0,8,4.4
31963,4301,1,0,8,9,51,400.0,4,9,3.3
42526,2199,1,1,2854,44,51,800.0,2,8,4.2
45373,339,0,0,777,19,51,650.0,2,4,3.8
14682,3506,1,1,1751,19,51,750.0,2,4,4.2
51278,156,0,0,6,54,20,450.0,4,8,3.3
28920,460,0,1,650,18,51,850.0,4,8,4.6
31172,1089,0,0,1227,29,51,400.0,4,9,4.1
30954,4715,1,0,75,27,37,200.0,3,8,3.8
4950,1933,1,1,3061,36,51,1500.0,5,5,4.4
27784,4335,1,0,38,26,38,500.0,2,4,3.8
24515,5124,0,0,17,25,4,500.0,2,10,3.8
40211,5206,0,0,471,35,60,100.0,4,9,4.2
32357,1502,1,1,2727,9,51,800.0,2,4,4.1
23015,2766,0,0,25,23,4,400.0,3,0,3.4
37749,4211,1,0,1135,20,51,800.0,1,3,4.3
997,4136,1,0,1974,23,51,800.0,2,4,4.0
44800,76,1,0,215,40,51,300.0,2,6,2.8
42366,200,1,0,43,42,51,900.0,2,4,3.7
35124,1604,1,0,503,30,51,300.0,2,9,3.9
3413,5164,0,0,16,3,54,150.0,4,9,3.7
47687,1737,1,0,123,44,51,600.0,2,3,3.6
29216,548,0,1,169,28,57,1300.0,5,1,3.8
11458,867,1,1,4315,23,51,1600.0,5,8,4.4
8783,2306,1,0,237,29,51,200.0,2,9,3.9
32348,704,1,0,351,18,38,300.0,2,9,3.8
48905,4339,1,0,254,5,40,400.0,2,9,2.9
23997,3824,1,0,68,41,51,450.0,2,4,3.6
45759,4637,1,0,161,22,58,350.0,4,9,3.4
34070,5560,0,0,100,28,51,600.0,4,4,4.1
22817,3589,1,0,476,9,52,600.0,2,10,4.3
47786,2449,0,0,36,41,58,500.0,2,4,3.8
20980,3648,1,0,34,23,37,150.0,3,9,3.2
12947,3822,0,0,23,37,51,300.0,4,9,3.1
31788,5971,1,0,75,2,50,200.0,4,9,3.9
38617,3712,0,0,1789,44,1,800.0,4,4,4.3
1506,2373,1,0,55,23,51,200.0,2,9,3.1
4501,4079,0,0,8,5,5,600.0,3,8,3.2
13081,4477,1,0,161,12,21,700.0,4,4,3.7
39270,5417,0,0,10,41,14,200.0,4,3,3.1
7523,3426,1,0,8,54,2,500.0,2,8,3.4
40169,2418,0,0,748,35,54,150.0,4,9,4.1
24893,2238,0,0,12,25,40,1000.0,4,1,3.1
1864,2788,0,0,8,2,37,200.0,3,8,3.4
39160,955,0,0,116,52,51,1000.0,4,8,4.2
14260,4960,1,1,88,15,40,800.0,4,4,3.8
48312,3613,0,1,274,37,51,3000.0,4,8,4.1
391,3877,1,0,67,33,38,700.0,2,4,3.7
26952,1805,1,1,74,9,44,900.0,2,4,3.9
22560,588,0,0,134,23,40,650.0,2,4,3.5
30908,779,1,0,149,29,51,350.0,3,10,4.4
25256,4080,1,0,162,24,52,750.0,2,6,3.9
38477,3678,1,0,65,7,51,250.0,3,8,3.9
14611,947,0,0,147,16,51,700.0,1,8,4.1
14919,2248,1,0,44,7,38,300.0,2,8,3.6
40710,4359,1,0,159,8,41,450.0,2,9,3.1
2785,2955,1,0,6,0,51,200.0,2,6,3.2
39344,529,0,1,220,37,51,1000.0,5,8,4.2
2352,2950,1,0,48,23,44,200.0,4,9,3.6
44754,3269,0,1,1806,13,51,1600.0,1,8,4.0
15696,1707,1,0,27,53,8,300.0,4,9,3.6
17984,6276,1,0,30,51,53,400.0,2,6,3.1
41609,1160,1,0,67,36,51,300.0,4,3,2.8
22789,5119,1,0,7,23,38,200.0,2,10,3.4
28594,4786,0,0,19,31,51,300.0,4,8,3.7
6793,1160,1,0,67,36,51,300.0,1,3,2.8
18707,1816,1,0,8185,19,51,750.0,4,4,4.2
2719,5304,1,0,155,21,59,450.0,2,4,3.8
23778,5980,0,0,13,9,51,300.0,4,9,3.5
45920,2661,1,0,32,19,43,500.0,4,9,3.7
45883,6013,1,0,724,19,51,500.0,4,4,3.8
11927,2196,0,0,1187,44,18,550.0,2,4,4.3
38069,5170,0,0,4,3,58,200.0,2,9,3.1
1905,4986,1,0,46,23,51,600.0,3,3,4.1
